,LocusTag,Length,Entry,EntryName,Status,ProteinNames,GeneNames,LocusTag,UpdatedSymbol,Symbol_gtf,x77459_Emp1_1,x77460_Emp2_2,x77461_Emp3_3,x77456_TosR1_1,x77457_TosR2_2,x77458_TosR3_3,logFC,logCPM,LR,PValue,FDR,DE
1269,c2304,308,A0A0H2V9E2,A0A0H2V9E2_ECOL6,unreviewed,Chemotaxis motB protein,motB c2304,c2304,motB,motB,11.72378609,10.29586402,8.460872659,9.702838458,7.018892258,7.107179209,-0.344088421,3.210695247,0.971753484,0.324243254,0.734191594,no
768,c1360,317,P0A6R1,FABH_ECOL6,reviewed,3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III),fabH c1360,c1360,fabH,fabH,53.4386529,62.47428597,42.66697212,57.58172585,78.2314033,63.76989564,0.329272295,5.903595164,0.980157819,0.322159846,0.734191594,no
1685,c3039,384,Q8FF55,RLMN_ECOL6,reviewed,Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN c3039,c3039,rlmN,yfgB,8.997324212,6.355471615,4.955653986,6.98835389,14.6226922,5.841517158,0.423061608,3.003431154,0.978634202,0.322536232,0.734191594,no
620,c1073,400,Q8FJ98,PNCB_ECOL6,reviewed,Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21),pncB c1073,c1073,pncB,pncB,4.771308294,4.003947117,3.867827501,3.580809431,3.216992285,3.115475817,-0.334718088,1.976094029,0.977086265,0.322919221,0.734191594,no
1525,c2782,542,A0A0H2V983,A0A0H2V983_ECOL6,unreviewed,Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),glpA c2782,c2782,glpA,glpA,83.4297336,53.38596156,18.25131102,53.19234655,16.81609604,39.72231667,-0.495208845,5.472284405,0.971010913,0.324428189,0.734191594,no
2894,c5140,717,A0A0H2VEX2,A0A0H2VEX2_ECOL6,unreviewed,"Lysine decarboxylase, inducible (EC 4.1.1.18)",cadA c5140,c5140,cadA,cadA,119.1463843,99.84445907,44.84262509,68.78619407,64.04739186,69.80613004,-0.380557498,6.28424543,0.970031747,0.324672262,0.734191594,no
787,c1384,NA,NA,NA,NA,NA,NA,NA,NA,c1384,4.089692824,5.084377292,4.713914767,5.717744092,8.481161479,4.08906201,0.372444126,2.462975779,0.975405623,0.323335722,0.734191594,no
224,c0404,195,Q8CWB9,ECPA_ECOL6,reviewed,Common pilus major fimbrillin subunit EcpA (MatB fimbrillin),ecpA matB c0404,c0404,"ecpA,matB",matB,0.954261659,1.65242262,2.538261798,2.77223956,1.316042298,2.72604134,0.437593066,1.16005624,0.964076566,0.326161923,0.73599648,no
1502,c2743,287,A0A0H2VBB4,A0A0H2VBB4_ECOL6,unreviewed,Ferredoxin-type protein napH,napH c2743,c2743,napH,napH,43.89603631,16.1428979,12.57043938,33.72891464,4.679261506,9.151710214,-0.598811585,4.341544473,0.964350155,0.326093287,0.73599648,no
2163,c3918,294,P0AFB2,NLPI_ECOL6,reviewed,Lipoprotein NlpI,nlpI c3918,c3918,nlpI,yhbM,202.5761179,205.980835,191.5783309,242.1666765,340.5625015,192.8674248,0.369635536,7.841826366,0.96450993,0.326053214,0.73599648,no
1589,c2873,269,P0AD31,YFCA_ECOL6,reviewed,Probable membrane transporter protein YfcA,yfcA c2873,c2873,yfcA,yfcA,6.407185424,7.499456505,8.21913344,6.98835389,14.6226922,7.593972305,0.38169291,3.111909202,0.963092944,0.326408841,0.736033495,no
873,c1623,231,Q8FI31,MINC_ECOL6,reviewed,Septum site-determining protein MinC,minC c1623,c1623,minC,minC,30.94534237,33.11200711,25.98696603,27.31811066,21.49535754,23.56078587,-0.313397709,4.770485115,0.95643123,0.328087668,0.739297052,no
1325,c2382,127,A0A0H2V880,A0A0H2V880_ECOL6,unreviewed,Uncharacterized protein,yedR c2382,c2382,yedR,yedR,9.678939683,11.05852061,8.944351097,13.97670778,16.37741527,7.886048163,0.357808337,3.523489064,0.954020864,0.328697928,0.740005996,no
547,c0978,366,A0A0H2V6G0,A0A0H2V6G0_ECOL6,unreviewed,Putative regulator of late gene expression,c0978,c0978,,c0978,2.726461882,1.65242262,2.538261798,3.118769504,3.509446129,2.239248244,0.385091977,1.473105973,0.953358847,0.328865803,0.740005996,no
1008,c1844,188,A0A0H2V758,A0A0H2V758_ECOL6,unreviewed,Cytochrome b561,cybB c1844,c1844,cybB,cybB,4.498662106,6.037698034,4.955653986,4.273869321,3.655673051,4.381137868,-0.335282502,2.279117548,0.944237444,0.331190457,0.74117317,no
2723,c4832,206,A0A0H2VCT9,A0A0H2VCT9_ECOL6,unreviewed,Uncharacterized protein,yihX c4832,c4832,yihX,yihX,15.81347892,13.41004511,11.24087368,11.78201813,7.16511918,12.65662051,-0.345337389,3.611956798,0.944811991,0.331043385,0.74117317,no
2153,c3905,346,A0A0H2VCS2,A0A0H2VCS2_ECOL6,unreviewed,Uncharacterized protein,yraQ c3905,c3905,yraQ,yraQ,3.135431165,3.559064104,3.746957892,2.887749541,5.995303804,4.965289584,0.37145953,2.059141295,0.945344206,0.330907228,0.74117317,no
1067,c1985,406,A0A0H2V7G2,A0A0H2V7G2_ECOL6,unreviewed,Mlc protein,mlc c1985,c1985,mlc,mlc,20.8574334,25.54899589,34.32696908,18.2505771,19.59440755,26.18946859,-0.33477624,4.60283019,0.947440594,0.330371629,0.74117317,no
216,c0386,414,Q8FKM5,FRSA_ECOL6,reviewed,Esterase FrsA (EC 3.1.-.-),frsA c0386,c0386,frsA,yafA,43.62339012,31.26892034,34.32696908,41.81461336,15.64628066,26.48154445,-0.371524024,5.019710873,0.950377465,0.329623235,0.74117317,no
1059,c1968,486,A0A0H2V7F2,A0A0H2V7F2_ECOL6,unreviewed,Hypothetical oxidoreductase ydfI (EC 1.-.-.-),c1968,c1968,,c1968,4.907631388,4.44883013,4.23043633,3.985094367,2.924538441,3.699627533,-0.333281914,2.080381061,0.948267778,0.330160612,0.74117317,no
626,c1085,635,A0A0H2V5V0,A0A0H2V5V0_ECOL6,unreviewed,ABC transporter ATP-binding protein uup,uup c1085,c1085,uup,uup,19.08523318,35.33642218,38.19479658,20.32975677,56.29736499,46.14798555,0.401053518,5.169526837,0.943332213,0.331422353,0.74117317,no
1873,c3415,962,Q8CVS2,PTRA_ECOL6,reviewed,Protease 3 (EC 3.4.24.55) (Pitrilysin) (Protease III) (Protease pi),ptrA ptr c3415,c3415,"ptrA,ptr",ptr,17.85832533,13.47359982,12.93304821,17.73078218,21.05667678,16.6483239,0.325021033,4.066745382,0.944879692,0.331026061,0.74117317,no
3158,c5603,NA,NA,NA,NA,NA,NA,NA,NA,rrsC,54963.83567,16893.60621,26892.88375,14564.30706,31464.37795,27416.47927,-0.427118045,14.80872186,0.943132176,0.331473626,0.74117317,no
211,c0374,246,A0A0H2V6I4,A0A0H2V6I4_ECOL6,unreviewed,Uncharacterized protein,yafK c0374,c0374,yafK,yafK,7.497770177,8.452777247,6.526958909,10.45365334,12.72174222,6.036234396,0.367456373,3.135853313,0.941425336,0.331911551,0.741265783,no
1160,c2140,295,P59439,CHO_ECOL6,reviewed,Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein),cho c2140,c2140,cho,ydjQ,2.181169506,1.588867904,2.659131407,1.963669688,1.900949987,0.778868954,-0.432292945,0.998876848,0.941161347,0.331979352,0.741265783,no
2118,c3824,207,A0A0H2VDN1,A0A0H2VDN1_ECOL6,unreviewed,Uncharacterized protein,yqjI c3824,c3824,yqjI,yqjI,6.679831612,5.020822576,6.526958909,3.407544459,3.655673051,6.91246197,-0.375353738,2.460896541,0.935840718,0.333349803,0.741732349,no
1941,c3531,236,A0A0H2VCU8,A0A0H2VCU8_ECOL6,unreviewed,Endonuclease I (EC 3.1.21.1),endA c3531,c3531,endA,endA,4.771308294,3.30484524,2.900870626,3.465299449,3.070765363,1.752455147,-0.381738454,1.755984221,0.937441029,0.332936813,0.741732349,no
1113,c2058,418,A0A0H2V7U1,A0A0H2V7U1_ECOL6,unreviewed,Uncharacterized protein,ydhQ c2058,c2058,ydhQ,ydhQ,37.62517398,27.9640751,36.74436126,28.18443552,20.17931524,33.19928918,-0.321990379,4.945861066,0.936388861,0.333208268,0.741732349,no
278,c0512,457,P0AAE3,PROY_ECOL6,reviewed,Proline-specific permease ProY,proY c0512,c0512,proY,proY,3.135431165,3.114181091,3.021740235,3.580809431,6.141530726,2.628682721,0.381441799,1.898710879,0.938397705,0.332690252,0.741732349,no
60,c0103,495,Q8FL67,MURE_ECOL6,reviewed,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",murE c0103,c0103,murE,murE,37.89782017,40.86568248,46.29306041,37.94502897,64.04739186,54.13139233,0.31734419,5.553834773,0.937895784,0.33281958,0.741732349,no
2086,c3779,140,P0ADU8,YQIB_ECOL6,reviewed,Uncharacterized protein YqiB,yqiB c3779,c3779,yqiB,yqiB,11.587463,13.47359982,9.548699144,16.22915242,15.20759989,12.16982741,0.329319297,3.728872735,0.934764405,0.33362795,0.741834293,no
2562,c4519,42,A0A0H2VEY6,A0A0H2VEY6_ECOL6,unreviewed,Uncharacterized protein,c4519,c4519,,c4519,16.90406367,20.01973559,30.45914157,19.46343191,13.30664991,20.25059281,-0.340319678,4.341652491,0.918628605,0.337835314,0.742870165,no
2749,c4875,142,P67089,USPD_ECOL6,reviewed,Universal stress protein D,uspD c4875,c4875,uspD,yiiT,14.04127869,13.60070926,10.15304719,12.76385297,2.632084597,11.97511017,-0.449445405,3.480138395,0.928503073,0.335252203,0.742870165,no
1818,c3292,155,A0A0H2VCE3,A0A0H2VCE3_ECOL6,unreviewed,Potential molybdenum-pterin-binding-protein,c3292,c3292,,c3292,16.2224482,12.45672436,16.92174532,13.97670778,7.311346102,14.01964118,-0.35459573,3.774641625,0.923611051,0.336528611,0.742870165,no
335,c0586,175,A0A0H2V4X5,A0A0H2V4X5_ECOL6,unreviewed,Primosomal replication protein N,priC c0586,c0586,priC,priC,4.226015918,3.876837685,3.988697111,3.580809431,3.216992285,2.72604134,-0.330025879,1.919371276,0.921538652,0.337071297,0.742870165,no
2491,c4418,195,P0AF11,MTLR_ECOL6,reviewed,Mannitol operon repressor (Mannitol repressor protein),mtlR c4418,c4418,mtlR,mtlR,3.408077353,2.287969781,3.021740235,3.927339376,3.948126895,3.018117198,0.346883176,1.777899644,0.921830278,0.33699486,0.742870165,no
2807,c4956,196,A0A0H2VEL1,A0A0H2VEL1_ECOL6,unreviewed,Uncharacterized protein,yjaG c4956,c4956,yjaG,yjaG,23.58389528,23.96012799,20.42696399,20.90730668,15.50005374,18.30342043,-0.309113627,4.369272988,0.926267115,0.335834795,0.742870165,no
1092,c2023,206,A0A0H2V9U1,A0A0H2V9U1_ECOL6,unreviewed,Electron transport complex subunit RsxG,rsxG c2023,c2023,rsxG,c2023,2.3174926,2.351524497,3.263479454,1.501629761,5.556623038,4.08906201,0.452284829,1.698415169,0.925146144,0.336127381,0.742870165,no
965,c1754,249,A0A0H2V9C4,A0A0H2V9C4_ECOL6,unreviewed,Hypothetical transcriptional regulator yciT,yciT c1754,c1754,yciT,yciT,4.771308294,2.987071659,3.867827501,3.003259523,3.070765363,2.920758579,-0.346328966,1.836888096,0.930421374,0.334753455,0.742870165,no
125,c0194,266,Q8CWD2,BTUF_ECOL6,reviewed,Vitamin B12-binding protein,btuF c0194,c0194,btuF,yadT,2.181169506,3.368399956,2.05478336,3.52305444,4.533034584,2.239248244,0.386877471,1.669622311,0.918462091,0.337879101,0.742870165,no
2193,c3955,269,P63387,MLAF_ECOL6,reviewed,Probable phospholipid import ATP-binding protein MlaF (EC 3.6.3.-),mlaF c3955,c3955,mlaF,yrbF,19.63052555,19.12996956,15.71304922,24.83464605,22.66517292,19.95851696,0.308712393,4.359604695,0.92492295,0.336185678,0.742870165,no
302,c0539,296,P0AEA6,CYOE_ECOL6,reviewed,Protoheme IX farnesyltransferase (EC 2.5.1.-) (Heme B farnesyltransferase) (Heme O synthase),cyoE c0539,c0539,cyoE,cyoE,219.8891508,305.8252941,262.8914005,168.2980433,215.8309369,233.1738932,-0.353761177,7.87349838,0.92080559,0.33726354,0.742870165,no
2928,c5213,296,A0A0H2VG44,A0A0H2VG44_ECOL6,unreviewed,Putative Transposase for IS629,c5213,c5213,,c5213,7.088800894,10.67719231,11.24087368,8.894268587,6.141530726,7.691330924,-0.34634299,3.148112255,0.91890233,0.33776335,0.742870165,no
1612,c2915,328,A0A0H2V976,A0A0H2V976_ECOL6,unreviewed,Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242) (Kdo(2)-lipid IV(A) palmitoleoyltransferase),ddg lpxP c2915,c2915,"ddg,lpxP",ddg,19.63052555,10.86785646,10.75739524,16.74894734,7.457573024,6.328310254,-0.41539272,3.605757009,0.927179288,0.33559696,0.742870165,no
1527,c2784,421,A0A0H2VBE9,A0A0H2VBE9_ECOL6,unreviewed,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,glpC c2784,c2784,glpC,glpC,29.71843452,4.957267859,2.05478336,16.86445732,0.146226922,1.265662051,-0.990586621,3.224715533,0.927442871,0.335528276,0.742870165,no
2040,c3703,449,A0A0H2VCC3,A0A0H2VCC3_ECOL6,unreviewed,Transposase insG for insertion sequence element IS4,c3703,c3703,,c3703,4.226015918,4.131056549,5.318262814,3.580809431,7.896253791,6.523027493,0.375804906,2.425519331,0.917816407,0.338048967,0.742870165,no
2209,c3973,1522,A0A0H2VCV0,A0A0H2VCV0_ECOL6,unreviewed,Glutamate synthase [NADPH] large chain (EC 1.4.1.13),gltB c3973,c3973,gltB,gltB,7.906739459,6.673245195,8.460872659,6.410803981,5.995303804,18.59549629,0.43248854,3.199660359,0.92551686,0.336030582,0.742870165,no
2317,c4121,270,P65764,FKBA_ECOL6,reviewed,FKBP-type peptidyl-prolyl cis-trans isomerase FkpA (PPIase) (EC 5.2.1.8) (Rotamase),fkpA c4121,c4121,fkpA,fkpA,235.8389528,331.6920636,278.6044497,182.563526,256.920702,223.3406727,-0.352794244,7.97539892,0.913677405,0.339140574,0.744756433,no
1208,c2224,266,P69802,PTNC_ECOL6,reviewed,PTS system mannose-specific EIIC component (EII-P-Man) (EIIC-Man) (Mannose permease IIC component),manY c2224,c2224,manY,manY,27.8099112,31.20536563,30.09653275,22.87097637,5.995303804,35.92533052,-0.45496866,4.696647537,0.910280942,0.340039888,0.745193796,no
2240,c4013,348,A0A0H2VBK8,A0A0H2VBK8_ECOL6,unreviewed,Uncharacterized protein,c4013,c4013,,c4013,7.497770177,7.563011221,7.373046175,10.16487838,10.96701915,7.204537828,0.333544464,3.111084069,0.911856161,0.339622404,0.745193796,no
3133,c5572,NA,NA,NA,NA,NA,NA,NA,NA,metY,2.044846412,1.525313188,1.208696094,1.617139743,3.070765363,1.849813767,0.40899207,1.009638865,0.910358516,0.340019312,0.745193796,no
823,c1496,85,A0A0H2V6L7,A0A0H2V6L7_ECOL6,unreviewed,Uncharacterized protein,c1496,c1496,,c1496,3.817046635,3.876837685,4.23043633,2.714484569,1.608496143,4.673213726,-0.383806244,1.882525752,0.909333319,0.340291371,0.745233434,no
1199,c2211,231,A0A0H2V7W7,A0A0H2V7W7_ECOL6,unreviewed,Hypothetical protease yeaZ (EC 3.4.-.-),yeaZ c2211,c2211,yeaZ,yeaZ,9.133647306,7.944339518,6.768698127,9.529573486,18.42459218,4.478496488,0.432210583,3.240173372,0.906959265,0.340922505,0.746103877,no
146,c0217,151,P0A6Q7,FABZ_ECOL6,reviewed,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),fabZ c0217,c0217,fabZ,fabZ,87.38310333,104.2932892,70.70872151,84.20677662,183.5147872,75.84236443,0.386924265,6.659160463,0.905276235,0.341370887,0.746384019,no
2790,c4932,321,A0A0H2VFK0,A0A0H2VFK0_ECOL6,unreviewed,Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase),birA c4932,c4932,birA,birA,23.31124909,16.58778091,18.49305024,26.10525585,32.02369593,15.86945495,0.342076996,4.471451857,0.904724596,0.341518024,0.746384019,no
960,c1748,102,A0A0H2V869,A0A0H2V869_ECOL6,unreviewed,Lipopolysaccharide assembly protein A,yciS lapA c1748,c1748,"yciS,lapA",yciS,10.49687825,11.69406777,8.581742269,14.20772774,13.59910375,10.70944812,0.319812521,3.556103578,0.898837117,0.343093714,0.746542467,no
20,c0031,164,Q8FLB6,LSPA_ECOL6,reviewed,Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II),lspA c0031,c0031,lspA,lspA,4.907631388,10.99496589,7.735655003,6.353048991,13.01419606,12.16982741,0.390949525,3.227557829,0.900592147,0.342622984,0.746542467,no
2602,c4649,257,P0AAH1,PSTB_ECOL6,reviewed,Phosphate import ATP-binding protein PstB (EC 3.6.3.27) (ABC phosphate transporter) (Phosphate-transporting ATPase),pstB c4649,c4649,pstB,pstB,8.58835493,11.88473192,11.96609133,11.3199782,15.20759989,14.31171704,0.321839358,3.630480739,0.900534226,0.342638506,0.746542467,no
1634,c2960,315,A0A0H2VBR1,A0A0H2VBR1_ECOL6,unreviewed,Oxidoreductase ucpA (EC 1.-.-.-),ucpA c2960,c2960,ucpA,ucpA,48.12205222,65.3342482,58.9843694,43.25848813,49.27847273,47.70572346,-0.300108098,5.709021598,0.897470119,0.343460972,0.746542467,no
2660,c4718,411,A0A0H2VCJ0,A0A0H2VCJ0_ECOL6,unreviewed,Putative arylsulfatase Regulatory protein,aslB c4718,c4718,aslB,aslB,1.499554035,1.461758471,2.05478336,2.310199633,2.047176909,2.044531005,0.377160291,1.064056477,0.901778345,0.342305319,0.746542467,no
1237,c2265,491,P0AC54,G6PD_ECOL6,reviewed,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),zwf c2265,c2265,zwf,zwf,65.98037755,55.54682191,49.31480064,55.50254618,17.83968449,56.76007505,-0.389037776,5.656116092,0.900633904,0.342611795,0.746542467,no
295,c0531,620,Q8FKB9,DXS_ECOL6,reviewed,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),dxs c0531,c0531,dxs,dxs,7.497770177,5.465705589,3.384349064,4.735909248,11.84438069,5.5494413,0.418404767,2.693472464,0.89911199,0.343019931,0.746542467,no
3145,c5589,NA,NA,NA,NA,NA,NA,NA,NA,glyT,15.26818654,18.04953939,17.04261493,19.57894189,33.63219207,12.16982741,0.368658349,4.277567756,0.898234476,0.343255554,0.746542467,no
1744,c3122,379,A0A0H2V9U5,A0A0H2V9U5_ECOL6,unreviewed,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase),aroF c3122,c3122,aroF,aroF,5.043954482,5.783479169,4.955653986,6.410803981,6.726438414,6.717744731,0.32168017,2.617394748,0.895475168,0.343997889,0.747200858,no
2527,c4465,198,Q8FC86,SLMA_ECOL6,reviewed,Nucleoid occlusion factor SlmA,slmA c4465,c4465,slmA,ttk,3.271754259,4.258165982,4.593045158,3.003259523,4.533034584,2.141889625,-0.359702703,1.920707172,0.892284305,0.344859033,0.747545751,no
2187,c3947,419,P0A750,MURA_ECOL6,reviewed,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT),murA murZ c3947,c3947,"murA,murZ",murA,23.31124909,27.32852794,19.09739829,20.38751176,39.04258819,28.91550993,0.333584197,4.72615894,0.893576832,0.344509858,0.747545751,no
1599,c2887,436,Q8FFG3,FADI_ECOL6,reviewed,3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta),fadI c2887,c2887,fadI,c2887,5.316600671,1.588867904,3.746957892,3.349789468,2.778311519,1.36302067,-0.461840842,1.643666993,0.893043817,0.344653793,0.747545751,no
783,c1380,341,Q8FIN2,NAGZ_ECOL6,reviewed,Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase),nagZ c1380,c1380,nagZ,nagZ,25.08344932,24.91344873,19.33913751,21.25383662,15.20759989,19.37436524,-0.308326935,4.398335293,0.889869862,0.345512576,0.74767097,no
2880,c5117,366,A0A0H2VD68,A0A0H2VD68_ECOL6,unreviewed,Sensor protein basS/pmrB (EC 2.7.3.-),basS c5117,c5117,basS,basS,6.27086233,8.452777247,7.977394222,5.197949174,5.849076882,7.107179209,-0.332575571,2.80761807,0.888782563,0.345807435,0.74767097,no
2415,c4267,376,A0A0H2VD95,A0A0H2VD95_ECOL6,unreviewed,Uncharacterized protein,yhhT c4267,c4267,yhhT,yhhT,3.817046635,4.194611266,6.28521969,4.273869321,3.216992285,3.602268914,-0.344049653,2.144356498,0.89082008,0.345255171,0.74767097,no
1849,c3358,109,A0A0H2VCH8,A0A0H2VCH8_ECOL6,unreviewed,Uncharacterized protein,yqcC c3358,c3358,yqcC,yqcC,0.817938565,1.398203755,1.813044141,1.559384752,3.509446129,0.876227574,0.483199811,0.838434837,0.88607534,0.346543074,0.748148774,no
320,c0563,NA,NA,NA,NA,NA,NA,NA,NA,c0563,4.226015918,4.385275414,4.593045158,5.948764055,4.97171535,5.452082681,0.317701834,2.36127225,0.886252076,0.346494985,0.748148774,no
430,c0753,266,Q8FJX7,NAGB_ECOL6,reviewed,Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase),nagB c0753,c0753,nagB,nagB,5.180277577,4.512384846,2.900870626,3.580809431,1.900949987,4.08906201,-0.366892916,1.969054222,0.88296365,0.347391242,0.749473133,no
2132,c3856,101,P64582,YQJD_ECOL6,reviewed,Uncharacterized protein YqjD,yqjD c3856,c3856,yqjD,yqjD,33.53548115,23.57879969,40.97479759,24.83464605,17.10854988,35.04910295,-0.343885356,4.874666915,0.880085903,0.348178152,0.749651274,no
2955,c5249,181,P0A785,ORN_ECOL6,reviewed,Oligoribonuclease (EC 3.1.-.-),orn c5249,c5249,orn,yjeR,9.406293494,15.82512432,12.08696094,8.605493633,10.82079223,10.6120895,-0.326669515,3.515826295,0.881348281,0.347832662,0.749651274,no
1139,c2112,327,P67036,SYFA_ECOL6,reviewed,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),pheS c2112,c2112,pheS,pheS,10.22423206,16.65133563,9.427829535,8.894268587,23.54253445,15.67473771,0.388237402,3.826473645,0.880156006,0.348158954,0.749651274,no
1435,c2632,90,P64531,RCNR_ECOL6,reviewed,Transcriptional repressor RcnR,rcnR c2632,c2632,rcnR,yohL,3.817046635,4.639494279,4.23043633,4.678154257,7.896253791,3.991703391,0.353014812,2.325297128,0.878120925,0.34871686,0.749799955,no
2988,c5307,470,A0A0H2VDI7,CYCA_ECOL6,reviewed,D-serine/D-alanine/glycine transporter,cycA c5307,c5307,cycA,cycA,17.85832533,13.60070926,16.80087571,11.3199782,16.81609604,10.51473088,-0.324710375,3.865571423,0.87851433,0.348608915,0.749799955,no
745,c1331,215,P0AC60,GLRX2_ECOL6,reviewed,Glutaredoxin 2 (Grx2),grxB c1331,c1331,grxB,grxB,5.998216141,2.351524497,2.538261798,2.714484569,1.608496143,3.504910295,-0.42404868,1.702906378,0.873436796,0.350005612,0.751191581,no
1927,c3502,286,A0A0H2VAJ4,A0A0H2VAJ4_ECOL6,unreviewed,Uncharacterized protein,yggB c3502,c3502,yggB,yggB,26.31035717,32.2857958,24.53653071,18.94363699,15.50005374,31.44683403,-0.335129593,4.647910604,0.872351538,0.350305125,0.751191581,no
2567,c4545,420,A0A0H2VCB9,A0A0H2VCB9_ECOL6,unreviewed,Uncharacterized protein,c4545,c4545,,c4545,4.771308294,8.198558383,12.08696094,3.465299449,4.240580739,10.70944812,-0.447115884,2.891877049,0.872700622,0.350208746,0.751191581,no
95,c0152,529,A0A0H2V447,A0A0H2V447_ECOL6,unreviewed,Blue copper oxidase cueO,yacK c0152,c0152,yacK,yacK,9.678939683,7.563011221,10.75739524,7.796923761,7.603799947,6.815103351,-0.325529406,3.089649603,0.873970263,0.349858512,0.751191581,no
